episode_id,agent,maze,total_steps,final_score,foods_eaten,died,avg_dist_to_food,direction_changes,dead_end_entries,path_optimality,steps_per_food
733,AStar,Maze4_hard.txt,201,20,2,0,30.0448,29,0,1.0,100.5
734,AStar,Maze4_hard.txt,58,10,1,0,13.0517,8,0,1.0,58.0
735,AStar,Maze4_hard.txt,376,40,4,0,29.5133,47,0,1.0,94.0
736,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
737,AStar,Maze4_hard.txt,792,90,9,0,31.7992,83,0,1.0,88.0
738,AStar,Maze4_hard.txt,2000,230,23,0,29.7215,255,0,1.0,86.96
739,AStar,Maze4_hard.txt,2000,190,19,0,27.259,230,0,1.0,105.26
740,AStar,Maze4_hard.txt,336,40,4,0,28.3333,51,0,1.0,84.0
741,AStar,Maze4_hard.txt,1192,130,13,0,33.4169,125,0,1.0,91.69
742,AStar,Maze4_hard.txt,1973,270,27,0,26.1951,321,0,1.0,73.07
743,AStar,Maze4_hard.txt,1043,120,12,0,35.8754,107,0,1.0,86.92
744,AStar,Maze4_hard.txt,634,70,7,0,43.4811,52,0,1.0,90.57
745,AStar,Maze4_hard.txt,1399,180,18,0,28.584,183,0,1.0,77.72
746,AStar,Maze4_hard.txt,358,40,4,0,32.6034,53,0,1.0,89.5
747,AStar,Maze4_hard.txt,2000,180,18,0,26.984,249,0,1.0,111.11
748,AStar,Maze4_hard.txt,167,20,2,0,35.4251,24,0,1.0,83.5
749,AStar,Maze4_hard.txt,940,90,9,0,34.8266,128,0,1.0,104.44
750,AStar,Maze4_hard.txt,2000,190,19,0,33.8195,220,0,1.0,105.26
751,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
752,AStar,Maze4_hard.txt,1789,190,19,0,30.0989,214,0,1.0,94.16
753,AStar,Maze4_hard.txt,215,30,3,0,21.3767,45,0,1.0,71.67
754,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
755,AStar,Maze4_hard.txt,677,80,8,0,23.0281,111,0,1.0,84.62
756,AStar,Maze4_hard.txt,389,40,4,0,27.7352,35,0,1.0,97.25
757,AStar,Maze4_hard.txt,450,50,5,0,32.1489,69,0,1.0,90.0
758,AStar,Maze4_hard.txt,308,40,4,0,28.9188,34,0,1.0,77.0
759,AStar,Maze4_hard.txt,905,90,9,0,27.7492,133,0,1.0,100.56
760,AStar,Maze4_hard.txt,1814,220,22,0,28.3578,229,0,1.0,82.45
761,AStar,Maze4_hard.txt,446,70,7,0,31.6076,74,0,1.0,63.71
762,AStar,Maze4_hard.txt,2000,160,16,0,30.018,221,0,1.0,125.0
763,AStar,Maze4_hard.txt,201,30,3,0,20.5075,38,0,1.0,67.0
764,AStar,Maze4_hard.txt,2000,250,25,0,29.4465,305,0,1.0,80.0
765,AStar,Maze4_hard.txt,732,90,9,0,29.5656,96,0,1.0,81.33
766,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
767,AStar,Maze4_hard.txt,844,100,10,0,29.622,104,0,1.0,84.4
768,AStar,Maze4_hard.txt,340,30,3,0,40.1382,43,0,1.0,113.33
769,AStar,Maze4_hard.txt,290,40,4,0,32.669,35,0,1.0,72.5
770,AStar,Maze4_hard.txt,465,50,5,0,28.5398,63,0,1.0,93.0
771,AStar,Maze4_hard.txt,1018,120,12,0,24.2515,152,0,1.0,84.83
772,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
773,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
774,AStar,Maze4_hard.txt,763,80,8,0,29.0944,121,0,1.0,95.38
775,AStar,Maze4_hard.txt,1660,170,17,0,34.8108,186,0,1.0,97.65
776,AStar,Maze4_hard.txt,605,130,13,0,23.957,97,0,1.0,46.54
777,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
778,AStar,Maze4_hard.txt,73,20,2,0,21.0274,17,0,1.0,36.5
779,AStar,Maze4_hard.txt,225,30,3,0,30.28,27,0,1.0,75.0
780,AStar,Maze4_hard.txt,217,20,2,0,19.7189,44,0,1.0,108.5
781,AStar,Maze4_hard.txt,187,20,2,0,39.5829,26,0,1.0,93.5
782,AStar,Maze4_hard.txt,2000,150,15,0,35.9255,218,0,1.0,133.33
783,AStar,Maze4_hard.txt,736,100,10,0,23.1277,94,0,1.0,73.6
784,AStar,Maze4_hard.txt,615,90,9,0,35.2439,89,0,1.0,68.33
785,AStar,Maze4_hard.txt,179,40,4,0,21.6257,26,0,1.0,44.75
786,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
787,AStar,Maze4_hard.txt,130,10,1,0,26.6231,10,0,1.0,130.0
788,AStar,Maze4_hard.txt,1170,120,12,0,31.0624,124,0,1.0,97.5
789,AStar,Maze4_hard.txt,2000,230,23,0,25.889,252,0,1.0,86.96
790,AStar,Maze4_hard.txt,2000,200,20,0,34.8765,238,0,1.0,100.0
791,AStar,Maze4_hard.txt,0,0,0,0,0.0,0,0,0.0,0.0
792,AStar,Maze4_hard.txt,2000,220,22,0,29.874,241,0,1.0,90.91
793,AStar,Maze4_hard.txt,99,20,2,0,11.2323,24,0,1.0,49.5
794,AStar,Maze4_hard.txt,146,20,2,0,35.4178,14,0,1.0,73.0
795,AStar,Maze4_hard.txt,185,20,2,0,25.0757,17,0,1.0,92.5
796,AStar,Maze4_hard.txt,108,10,1,0,43.0926,8,0,1.0,108.0
797,AStar,Maze4_hard.txt,294,30,3,0,28.8163,51,0,1.0,98.0
798,AStar,Maze4_hard.txt,859,70,7,0,37.858,95,0,1.0,122.71
799,AStar,Maze4_hard.txt,925,130,13,0,27.4486,125,0,1.0,71.15
800,AStar,Maze4_hard.txt,194,40,4,0,23.433,39,0,1.0,48.5
801,AStar,Maze5_dense.txt,319,10,1,0,42.2194,20,0,1.0,319.0
802,AStar,Maze5_dense.txt,2000,90,9,0,34.3785,120,0,1.0,222.22
803,AStar,Maze5_dense.txt,316,10,1,0,41.3924,20,0,1.0,316.0
804,AStar,Maze5_dense.txt,356,30,3,0,26.3455,27,0,1.0,118.67
805,AStar,Maze5_dense.txt,780,40,4,0,35.6692,54,0,1.0,195.0
806,AStar,Maze5_dense.txt,912,50,5,0,31.1667,47,0,1.0,182.4
807,AStar,Maze5_dense.txt,1311,90,9,0,28.2113,87,0,1.0,145.67
808,AStar,Maze5_dense.txt,885,60,6,0,30.6734,58,0,1.0,147.5
809,AStar,Maze5_dense.txt,229,20,2,0,23.6638,19,0,1.0,114.5
810,AStar,Maze5_dense.txt,954,50,5,0,38.3522,56,0,1.0,190.8
811,AStar,Maze5_dense.txt,714,50,5,0,37.8543,39,0,1.0,142.8
812,AStar,Maze5_dense.txt,1964,110,11,0,37.1945,117,0,1.0,178.55
813,AStar,Maze5_dense.txt,1671,90,9,0,32.4656,92,0,1.0,185.67
814,AStar,Maze5_dense.txt,1976,130,13,0,31.5754,136,0,1.0,152.0
815,AStar,Maze5_dense.txt,239,20,2,0,27.5314,19,0,1.0,119.5
816,AStar,Maze5_dense.txt,2000,100,10,0,36.1665,142,0,1.0,200.0
817,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
818,AStar,Maze5_dense.txt,1199,60,6,0,29.8741,89,0,1.0,199.83
819,AStar,Maze5_dense.txt,95,10,1,0,20.2526,5,0,1.0,95.0
820,AStar,Maze5_dense.txt,2000,120,12,0,31.1245,135,0,1.0,166.67
821,AStar,Maze5_dense.txt,1532,90,9,0,27.0242,125,0,1.0,170.22
822,AStar,Maze5_dense.txt,571,30,3,0,31.62,41,0,1.0,190.33
823,AStar,Maze5_dense.txt,1042,70,7,0,32.6449,73,0,1.0,148.86
824,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
825,AStar,Maze5_dense.txt,241,20,2,0,26.5934,17,0,1.0,120.5
826,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
827,AStar,Maze5_dense.txt,2000,100,10,0,27.6425,160,0,1.0,200.0
828,AStar,Maze5_dense.txt,675,30,3,0,33.0578,44,0,1.0,225.0
829,AStar,Maze5_dense.txt,753,60,6,0,32.0505,49,0,1.0,125.5
830,AStar,Maze5_dense.txt,200,10,1,0,30.22,12,0,1.0,200.0
831,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
832,AStar,Maze5_dense.txt,1357,110,11,0,25.829,100,0,1.0,123.36
833,AStar,Maze5_dense.txt,1186,60,6,0,33.0438,87,0,1.0,197.67
834,AStar,Maze5_dense.txt,383,30,3,0,35.2663,19,0,1.0,127.67
835,AStar,Maze5_dense.txt,657,40,4,0,34.8387,41,0,1.0,164.25
836,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
837,AStar,Maze5_dense.txt,559,20,2,0,31.263,32,0,1.0,279.5
838,AStar,Maze5_dense.txt,2000,100,10,0,33.2785,113,0,1.0,200.0
839,AStar,Maze5_dense.txt,308,20,2,0,21.8831,23,0,1.0,154.0
840,AStar,Maze5_dense.txt,732,50,5,0,42.8743,49,0,1.0,146.4
841,AStar,Maze5_dense.txt,58,20,2,0,12.7586,5,0,1.0,29.0
842,AStar,Maze5_dense.txt,237,10,1,0,21.8945,14,0,1.0,237.0
843,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
844,AStar,Maze5_dense.txt,213,10,1,0,30.2488,14,0,1.0,213.0
845,AStar,Maze5_dense.txt,804,40,4,0,34.5759,42,0,1.0,201.0
846,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
847,AStar,Maze5_dense.txt,196,10,1,0,30.4286,12,0,1.0,196.0
848,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
849,AStar,Maze5_dense.txt,402,30,3,0,21.995,24,0,1.0,134.0
850,AStar,Maze5_dense.txt,620,30,3,0,34.5387,54,0,1.0,206.67
851,AStar,Maze5_dense.txt,2000,130,13,0,27.7825,143,0,1.0,153.85
852,AStar,Maze5_dense.txt,1222,100,10,0,30.6121,84,0,1.0,122.2
853,AStar,Maze5_dense.txt,1033,60,6,0,36.8074,69,0,1.0,172.17
854,AStar,Maze5_dense.txt,1021,40,4,0,38.6063,55,0,1.0,255.25
855,AStar,Maze5_dense.txt,2000,120,12,0,32.993,121,0,1.0,166.67
856,AStar,Maze5_dense.txt,1769,110,11,0,30.4245,109,0,1.0,160.82
857,AStar,Maze5_dense.txt,2000,140,14,0,29.935,120,0,1.0,142.86
858,AStar,Maze5_dense.txt,598,40,4,0,32.2258,38,0,1.0,149.5
859,AStar,Maze5_dense.txt,1072,40,4,0,33.4468,71,0,1.0,268.0
860,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
861,AStar,Maze5_dense.txt,2000,110,11,0,32.3895,151,0,1.0,181.82
862,AStar,Maze5_dense.txt,2000,100,10,0,33.943,114,0,1.0,200.0
863,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
864,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
865,AStar,Maze5_dense.txt,2000,130,13,0,30.649,123,0,1.0,153.85
866,AStar,Maze5_dense.txt,2000,120,12,0,35.607,117,0,1.0,166.67
867,AStar,Maze5_dense.txt,2000,140,14,0,33.4405,140,0,1.0,142.86
868,AStar,Maze5_dense.txt,2000,90,9,0,33.5775,129,0,1.0,222.22
869,AStar,Maze5_dense.txt,461,30,3,0,36.449,33,0,1.0,153.67
870,AStar,Maze5_dense.txt,1210,70,7,0,34.9719,79,0,1.0,172.86
871,AStar,Maze5_dense.txt,106,20,2,0,23.6604,7,0,1.0,53.0
872,AStar,Maze5_dense.txt,881,40,4,0,27.5108,57,0,1.0,220.25
873,AStar,Maze5_dense.txt,403,40,4,0,36.8337,32,0,1.0,100.75
874,AStar,Maze5_dense.txt,270,10,1,0,34.7222,15,0,1.0,270.0
875,AStar,Maze5_dense.txt,607,30,3,0,35.7825,40,0,1.0,202.33
876,AStar,Maze5_dense.txt,823,50,5,0,31.7388,53,0,1.0,164.6
877,AStar,Maze5_dense.txt,1229,60,6,0,33.0496,97,0,1.0,204.83
878,AStar,Maze5_dense.txt,72,10,1,0,31.75,4,0,1.0,72.0
879,AStar,Maze5_dense.txt,502,40,4,0,36.8207,34,0,1.0,125.5
880,AStar,Maze5_dense.txt,1053,60,6,0,33.4141,56,0,1.0,175.5
881,AStar,Maze5_dense.txt,910,50,5,0,20.6242,74,0,1.0,182.0
882,AStar,Maze5_dense.txt,315,10,1,0,30.3683,21,0,1.0,315.0
883,AStar,Maze5_dense.txt,440,20,2,0,35.3568,30,0,1.0,220.0
884,AStar,Maze5_dense.txt,266,10,1,0,32.3571,15,0,1.0,266.0
885,AStar,Maze5_dense.txt,168,10,1,0,15.0,19,0,1.0,168.0
886,AStar,Maze5_dense.txt,289,10,1,0,38.8893,23,0,1.0,289.0
887,AStar,Maze5_dense.txt,2000,100,10,0,38.34,123,0,1.0,200.0
888,AStar,Maze5_dense.txt,284,10,1,0,44.8239,18,0,1.0,284.0
889,AStar,Maze5_dense.txt,351,20,2,0,36.1709,16,0,1.0,175.5
890,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
891,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
892,AStar,Maze5_dense.txt,317,10,1,0,31.6183,21,0,1.0,317.0
893,AStar,Maze5_dense.txt,248,20,2,0,19.6169,20,0,1.0,124.0
894,AStar,Maze5_dense.txt,896,30,3,0,33.8996,56,0,1.0,298.67
895,AStar,Maze5_dense.txt,254,20,2,0,24.9685,17,0,1.0,127.0
896,AStar,Maze5_dense.txt,2000,140,14,0,30.5525,144,0,1.0,142.86
897,AStar,Maze5_dense.txt,2000,100,10,0,29.518,154,0,1.0,200.0
898,AStar,Maze5_dense.txt,541,30,3,0,29.0074,35,0,1.0,180.33
899,AStar,Maze5_dense.txt,1566,130,13,0,24.9962,115,0,1.0,120.46
900,AStar,Maze5_dense.txt,433,20,2,0,45.0508,31,0,1.0,216.5
901,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
902,AStar,Maze5_dense.txt,1606,80,8,0,36.9352,106,0,1.0,200.75
903,AStar,Maze5_dense.txt,1012,60,6,0,30.9812,67,0,1.0,168.67
904,AStar,Maze5_dense.txt,670,40,4,0,34.5955,41,0,1.0,167.5
905,AStar,Maze5_dense.txt,2000,110,11,0,31.894,117,0,1.0,181.82
906,AStar,Maze5_dense.txt,1298,80,8,0,29.1425,92,0,1.0,162.25
907,AStar,Maze5_dense.txt,1678,110,11,0,32.4374,117,0,1.0,152.55
908,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
909,AStar,Maze5_dense.txt,653,50,5,0,21.3997,57,0,1.0,130.6
910,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
911,AStar,Maze5_dense.txt,658,50,5,0,19.2386,65,0,1.0,131.6
912,AStar,Maze5_dense.txt,2000,100,10,0,33.6455,129,0,1.0,200.0
913,AStar,Maze5_dense.txt,534,40,4,0,38.3296,38,0,1.0,133.5
914,AStar,Maze5_dense.txt,480,30,3,0,36.8771,28,0,1.0,160.0
915,AStar,Maze5_dense.txt,1119,80,8,0,37.8954,69,0,1.0,139.88
916,AStar,Maze5_dense.txt,465,30,3,0,36.1914,28,0,1.0,155.0
917,AStar,Maze5_dense.txt,841,40,4,0,36.365,51,0,1.0,210.25
918,AStar,Maze5_dense.txt,507,30,3,0,26.7061,32,0,1.0,169.0
919,AStar,Maze5_dense.txt,1116,70,7,0,33.4946,70,0,1.0,159.43
920,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
921,AStar,Maze5_dense.txt,1519,80,8,0,30.842,99,0,1.0,189.88
922,AStar,Maze5_dense.txt,2000,130,13,0,31.147,132,0,1.0,153.85
923,AStar,Maze5_dense.txt,2000,120,12,0,34.5335,128,0,1.0,166.67
924,AStar,Maze5_dense.txt,744,40,4,0,38.3374,42,0,1.0,186.0
925,AStar,Maze5_dense.txt,705,30,3,0,27.0156,51,0,1.0,235.0
926,AStar,Maze5_dense.txt,2000,70,7,0,33.147,119,0,1.0,285.71
927,AStar,Maze5_dense.txt,994,60,6,0,35.0573,63,0,1.0,165.67
928,AStar,Maze5_dense.txt,323,10,1,0,33.0588,20,0,1.0,323.0
929,AStar,Maze5_dense.txt,572,20,2,0,36.208,37,0,1.0,286.0
930,AStar,Maze5_dense.txt,432,20,2,0,31.9398,27,0,1.0,216.0
931,AStar,Maze5_dense.txt,830,60,6,0,30.6723,48,0,1.0,138.33
932,AStar,Maze5_dense.txt,1122,50,5,0,34.1159,85,0,1.0,224.4
933,AStar,Maze5_dense.txt,769,80,8,0,34.1756,47,0,1.0,96.12
934,AStar,Maze5_dense.txt,794,60,6,0,33.9736,53,0,1.0,132.33
935,AStar,Maze5_dense.txt,200,20,2,0,10.855,30,0,1.0,100.0
936,AStar,Maze5_dense.txt,321,30,3,0,16.81,19,0,1.0,107.0
937,AStar,Maze5_dense.txt,1210,70,7,0,37.7818,72,0,1.0,172.86
938,AStar,Maze5_dense.txt,190,10,1,0,16.7421,20,0,1.0,190.0
939,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
940,AStar,Maze5_dense.txt,589,20,2,0,40.4058,37,0,1.0,294.5
941,AStar,Maze5_dense.txt,641,30,3,0,25.3557,44,0,1.0,213.67
942,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
943,AStar,Maze5_dense.txt,1438,100,10,0,26.1912,99,0,1.0,143.8
944,AStar,Maze5_dense.txt,1141,60,6,0,31.3348,73,0,1.0,190.17
945,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
946,AStar,Maze5_dense.txt,1665,110,11,0,32.3111,91,0,1.0,151.36
947,AStar,Maze5_dense.txt,314,20,2,0,32.9618,20,0,1.0,157.0
948,AStar,Maze5_dense.txt,422,20,2,0,40.6232,29,0,1.0,211.0
949,AStar,Maze5_dense.txt,757,60,6,0,26.2127,48,0,1.0,126.17
950,AStar,Maze5_dense.txt,1961,130,13,0,24.0199,137,0,1.0,150.85
951,AStar,Maze5_dense.txt,1915,100,10,0,35.7718,117,0,1.0,191.5
952,AStar,Maze5_dense.txt,689,40,4,0,34.4354,38,0,1.0,172.25
953,AStar,Maze5_dense.txt,845,50,5,0,36.4355,56,0,1.0,169.0
954,AStar,Maze5_dense.txt,930,70,7,0,22.5376,92,0,1.0,132.86
955,AStar,Maze5_dense.txt,2000,120,12,0,31.886,147,0,1.0,166.67
956,AStar,Maze5_dense.txt,612,30,3,0,41.0131,41,0,1.0,204.0
957,AStar,Maze5_dense.txt,1057,70,7,0,24.4182,74,0,1.0,151.0
958,AStar,Maze5_dense.txt,403,30,3,0,25.129,29,0,1.0,134.33
959,AStar,Maze5_dense.txt,2000,120,12,0,34.501,135,0,1.0,166.67
960,AStar,Maze5_dense.txt,1059,40,4,0,36.6185,51,0,1.0,264.75
961,AStar,Maze5_dense.txt,2000,110,11,0,30.5835,116,0,1.0,181.82
962,AStar,Maze5_dense.txt,1911,110,11,0,31.5348,129,0,1.0,173.73
963,AStar,Maze5_dense.txt,2000,100,10,0,37.264,115,0,1.0,200.0
964,AStar,Maze5_dense.txt,83,10,1,0,37.8795,3,0,1.0,83.0
965,AStar,Maze5_dense.txt,963,60,6,0,33.1703,52,0,1.0,160.5
966,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
967,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
968,AStar,Maze5_dense.txt,242,10,1,0,24.1942,14,0,1.0,242.0
969,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
970,AStar,Maze5_dense.txt,1194,80,8,0,25.897,94,0,1.0,149.25
971,AStar,Maze5_dense.txt,2000,140,14,0,31.4715,128,0,1.0,142.86
972,AStar,Maze5_dense.txt,2000,90,9,0,38.002,123,0,1.0,222.22
973,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
974,AStar,Maze5_dense.txt,2000,130,13,0,34.3745,122,0,1.0,153.85
975,AStar,Maze5_dense.txt,945,70,7,0,32.7556,63,0,1.0,135.0
976,AStar,Maze5_dense.txt,182,10,1,0,32.1593,9,0,1.0,182.0
977,AStar,Maze5_dense.txt,0,0,0,0,0.0,0,0,0.0,0.0
978,AStar,Maze5_dense.txt,2000,90,9,0,33.8895,128,0,1.0,222.22
979,AStar,Maze5_dense.txt,2000,140,14,0,34.4545,139,0,1.0,142.86
980,AStar,Maze5_dense.txt,571,30,3,0,29.1839,36,0,1.0,190.33
981,AStar,Maze5_dense.txt,429,30,3,0,26.8228,30,0,1.0,143.0
982,AStar,Maze5_dense.txt,693,50,5,0,30.7071,50,0,1.0,138.6
983,AStar,Maze5_dense.txt,2000,100,10,0,30.936,134,0,1.0,200.0
984,AStar,Maze5_dense.txt,2000,90,9,0,30.498,153,0,1.0,222.22
985,AStar,Maze5_dense.txt,2000,120,12,0,39.7025,129,0,1.0,166.67
986,AStar,Maze5_dense.txt,1781,90,9,0,28.9399,132,0,1.0,197.89
987,AStar,Maze5_dense.txt,770,70,7,0,32.0818,55,0,1.0,110.0
988,AStar,Maze5_dense.txt,1315,90,9,0,35.2053,76,0,1.0,146.11
989,AStar,Maze5_dense.txt,687,40,4,0,28.6346,47,0,1.0,171.75
990,AStar,Maze5_dense.txt,1324,70,7,0,34.0982,83,0,1.0,189.14
991,AStar,Maze5_dense.txt,1504,60,6,0,35.2673,88,0,1.0,250.67
992,AStar,Maze5_dense.txt,2000,110,11,0,31.6325,116,0,1.0,181.82
993,AStar,Maze5_dense.txt,331,20,2,0,29.7281,17,0,1.0,165.5
994,AStar,Maze5_dense.txt,851,50,5,0,42.3843,62,0,1.0,170.2
995,AStar,Maze5_dense.txt,181,10,1,0,17.9171,19,0,1.0,181.0
996,AStar,Maze5_dense.txt,761,30,3,0,30.657,52,0,1.0,253.67
997,AStar,Maze5_dense.txt,2000,140,14,0,30.3045,166,0,1.0,142.86
998,AStar,Maze5_dense.txt,704,40,4,0,39.9517,43,0,1.0,176.0
999,AStar,Maze5_dense.txt,1024,50,5,0,33.6816,59,0,1.0,204.8
1000,AStar,Maze5_dense.txt,659,40,4,0,37.0637,42,0,1.0,164.75
1001,GreedyBestFirst,Maze1_easy.txt,2000,550,55,0,23.849,102,0,1.0,36.36
1002,GreedyBestFirst,Maze1_easy.txt,2000,580,58,0,21.439,110,0,1.0,34.48
1003,GreedyBestFirst,Maze1_easy.txt,2000,500,50,0,24.791,96,0,1.0,40.0
1004,GreedyBestFirst,Maze1_easy.txt,2000,580,58,0,21.6095,103,0,1.0,34.48
1005,GreedyBestFirst,Maze1_easy.txt,2000,470,47,0,25.3075,87,0,1.0,42.55
1006,GreedyBestFirst,Maze1_easy.txt,2000,550,55,0,23.5745,101,0,1.0,36.36
1007,GreedyBestFirst,Maze1_easy.txt,2000,570,57,0,22.36,106,0,1.0,35.09
1008,GreedyBestFirst,Maze1_easy.txt,2000,580,58,0,21.649,105,0,1.0,34.48
1009,GreedyBestFirst,Maze1_easy.txt,2000,560,56,0,23.3545,108,0,1.0,35.71
1010,GreedyBestFirst,Maze1_easy.txt,2000,590,59,0,21.376,114,0,1.0,33.9
1011,GreedyBestFirst,Maze1_easy.txt,2000,550,55,0,22.6625,106,0,1.0,36.36
1012,GreedyBestFirst,Maze1_easy.txt,2000,560,56,0,23.712,107,0,1.0,35.71
1013,GreedyBestFirst,Maze1_easy.txt,2000,530,53,0,25.8775,97,0,1.0,37.74
1014,GreedyBestFirst,Maze1_easy.txt,2000,510,51,0,25.2425,95,0,1.0,39.22
1015,GreedyBestFirst,Maze1_easy.txt,2000,530,53,0,22.997,102,0,1.0,37.74
1016,GreedyBestFirst,Maze1_easy.txt,2000,620,62,0,21.505,112,0,1.0,32.26
1017,GreedyBestFirst,Maze1_easy.txt,2000,610,61,0,21.0275,119,0,1.0,32.79
1018,GreedyBestFirst,Maze1_easy.txt,2000,540,54,0,22.8585,95,0,1.0,37.04
1019,GreedyBestFirst,Maze1_easy.txt,2000,580,58,0,22.089,109,0,1.0,34.48
1020,GreedyBestFirst,Maze1_easy.txt,2000,500,50,0,23.599,95,0,1.0,40.0
1021,GreedyBestFirst,Maze1_easy.txt,2000,580,58,0,21.4055,107,0,1.0,34.48
1022,GreedyBestFirst,Maze1_easy.txt,2000,570,57,0,22.5625,107,0,1.0,35.09
1023,GreedyBestFirst,Maze1_easy.txt,2000,540,54,0,22.486,103,0,1.0,37.04
1024,GreedyBestFirst,Maze1_easy.txt,2000,530,53,0,25.054,100,0,1.0,37.74
1025,GreedyBestFirst,Maze1_easy.txt,2000,480,48,0,24.877,87,0,1.0,41.67
1026,GreedyBestFirst,Maze1_easy.txt,2000,550,55,0,23.6705,102,0,1.0,36.36
1027,GreedyBestFirst,Maze1_easy.txt,2000,590,59,0,21.742,107,0,1.0,33.9
1028,GreedyBestFirst,Maze1_easy.txt,2000,570,57,0,21.816,99,0,1.0,35.09
1029,GreedyBestFirst,Maze1_easy.txt,2000,450,45,0,26.785,80,0,1.0,44.44
1030,GreedyBestFirst,Maze1_easy.txt,2000,520,52,0,23.8595,95,0,1.0,38.46
1031,GreedyBestFirst,Maze1_easy.txt,2000,520,52,0,25.3275,95,0,1.0,38.46
1032,GreedyBestFirst,Maze1_easy.txt,2000,460,46,0,26.8735,90,0,1.0,43.48
1033,GreedyBestFirst,Maze1_easy.txt,2000,610,61,0,21.158,110,0,1.0,32.79
1034,GreedyBestFirst,Maze1_easy.txt,2000,550,55,0,21.9485,103,0,1.0,36.36
1035,GreedyBestFirst,Maze1_easy.txt,2000,610,61,0,22.0,114,0,1.0,32.79
1036,GreedyBestFirst,Maze1_easy.txt,2000,490,49,0,25.7515,94,0,1.0,40.82
1037,GreedyBestFirst,Maze1_easy.txt,2000,510,51,0,25.319,99,0,1.0,39.22
1038,GreedyBestFirst,Maze1_easy.txt,2000,590,59,0,21.992,107,0,1.0,33.9
1039,GreedyBestFirst,Maze1_easy.txt,2000,540,54,0,24.514,99,0,1.0,37.04
1040,GreedyBestFirst,Maze1_easy.txt,2000,490,49,0,25.896,86,0,1.0,40.82
1041,GreedyBestFirst,Maze1_easy.txt,2000,540,54,0,22.9855,99,0,1.0,37.04
1042,GreedyBestFirst,Maze1_easy.txt,2000,570,57,0,22.283,105,0,1.0,35.09
1043,GreedyBestFirst,Maze1_easy.txt,2000,540,54,0,22.841,98,0,1.0,37.04
1044,GreedyBestFirst,Maze1_easy.txt,2000,570,57,0,21.8745,106,0,1.0,35.09
1045,GreedyBestFirst,Maze1_easy.txt,2000,580,58,0,23.222,107,0,1.0,34.48
1046,GreedyBestFirst,Maze1_easy.txt,2000,610,61,0,21.3215,114,0,1.0,32.79
1047,GreedyBestFirst,Maze1_easy.txt,2000,550,55,0,23.71,97,0,1.0,36.36
1048,GreedyBestFirst,Maze1_easy.txt,2000,570,57,0,21.845,104,0,1.0,35.09
1049,GreedyBestFirst,Maze1_easy.txt,2000,640,64,0,20.0155,114,0,1.0,31.25
1050,GreedyBestFirst,Maze1_easy.txt,1393,400,40,0,23.4903,75,0,1.0,34.83
1051,GreedyBestFirst,Maze1_easy.txt,2000,540,54,0,23.213,104,0,1.0,37.04
1052,GreedyBestFirst,Maze1_easy.txt,2000,560,56,0,23.1525,104,0,1.0,35.71
1053,GreedyBestFirst,Maze1_easy.txt,2000,590,59,0,21.8275,105,0,1.0,33.9
